venta_id,sucursal_id,producto_id,cantidad,monto_total,metodo_pago,fecha_venta,canal
V005442,S35,P02672,4,22899.03,Tarjeta de credito,2026-04-28,tienda_fisica
V008503,S40,P01993,4,4398.74,plin,2026-06-26,tienda_fisica
V005444,S11,P00429,1,6987.68,Transferencia bancaria,2026-06-12,tienda_fisica
V004848,S01,P01612,1,4208.6,yape,2026-04-20,tienda_fisica
V007949,S14,P01052,1,3139.34,yape,2026-08-24,ecommerce
V014221,S04,P00437,3,9775.52,Transferencia bancaria,2026-07-28,tienda_fisica
V010829,S27,P01053,1,2749.55,TC,2026-05-20,tienda_fisica
V000971,S30,P01552,1,5820.65,TC,2026-01-02,ecommerce
V005518,S28,P00037,1,-6914.67,EFV,2026-02-19,ecommerce
V013641,,P00459,1,5606.99,Plin,2026-03-09,tienda_fisica
V014213,S22,P02678,2,15697.49,tarjeta_credito,2026-08-25,tienda_fisica
V008323,S13,P02075,1,6776.99,EFV,2026-04-13,tienda_fisica
V007579,S37,P00116,3,6550.9,Yape,2026-08-05,tienda_fisica
V011638,S32,P01294,2,7528.91,Efectivo,2026-05-25,tienda_fisica
V006852,S02,P02699,3,-22549.59,EFECTIVO,2026-08-19,tienda_fisica
V008400,S20,P01219,2,3540.3,transferencia,2026-02-24,tienda_fisica
V013875,S34,P00732,1,5380.09,transferencia,2026-01-13,tienda_fisica
V003963,S35,P00466,2,11184.02,Yape,2026-04-26,tienda_fisica
V014344,S11,P01933,1,7400.03,Transferencia bancaria,04/08/2026,tienda_fisica
V012626,S22,P01060,1,5157.18,tarjeta_credito,2026-08-05,tienda_fisica
V004167,S25,P00672,4,2383.72,Efectivo,2026-02-09,tienda_fisica
V013577,S14,P02068,1,4083.03,Efectivo,2026-06-26,tienda_fisica
V003183,S37,P02830,1,3272.74,Plin,2026-08-26,tienda_fisica
V003893,S39,P02819,4,29138.64,Plin,2026-03-10,tienda_fisica
V007195,S01,P00168,4,26955.43,TC,2026-03-14,tienda_fisica
V014128,S15,P00933,3,923.17,Yape,2026-04-02,ecommerce
V007986,S28,P02821,4,7088.35,EFV,2026-08-19,tienda_fisica
V010299,S39,P00682,3,11130.46,EFECTIVO,04/04/2026,tienda_fisica
V008360,S38,P02396,4,8235.05,Efectivo,2026-05-22,ecommerce
V000509,S08,P00593,3,2531.17,Yape,2026-02-20,tienda_fisica
V007448,S07,P00888,2,14942.37,efectivo,2026-02-15,ecommerce
V006391,S15,P02960,3,18042.56,Plin,2026-05-12,tienda_fisica
V004703,S38,P00572,3,2160.85,Efectivo,2026-07-14,tienda_fisica
V002037,S02,P02741,1,5051.64,transferencia,2026-04-25,tienda_fisica
V007279,S32,P00546,1,2872.48,EFECTIVO,2026-06-15,tienda_fisica
V008259,S15,P02257,3,9003.13,plin,2026-01-18,tienda_fisica
V012617,S03,P00316,4,27165.26,transferencia,2026-08-23,ecommerce
V013331,S40,P01229,3,18699.34,EFV,2026-01-02,tienda_fisica
V000581,S35,P00879,3,18797.58,EFECTIVO,2026-03-04,tienda_fisica
V003012,S11,P01355,2,1785.81,Tarjeta de credito,2026-03-13,tienda_fisica
V011893,,P01736,1,2290.66,TC,2026-03-01,tienda_fisica
V004448,S12,P00191,1,4395.71,Transferencia bancaria,2026-07-28,tienda_fisica
V005958,S06,P02645,3,1971.77,TARJETA,2026-03-24,tienda_fisica
V008731,S37,P02722,3,18439.04,YAPE,2026-06-24,ecommerce
V011034,S14,P01744,1,1365.28,Transferencia bancaria,2026-02-03,tienda_fisica
V009802,S07,P01290,4,20876.94,tarjeta,2026-08-05,tienda_fisica
V011676,S23,P01906,4,28810.83,Transferencia bancaria,19/05/2026,ecommerce
V007313,S18,P02150,1,1924.21,Efectivo,2026-07-20,tienda_fisica
V009271,S16,P00147,4,23915.46,transferencia,2026-01-16,tienda_fisica
V004364,S20,P01915,3,16941.33,Tarjeta de credito,2026-03-25,ecommerce
V009619,S19,P02614,3,2596.8,tarjeta_credito,2026-05-28,ecommerce
V011566,S34,P00459,4,9189.58,tarjeta_credito,2026-03-25,ecommerce
V003668,S07,P02150,1,3803.05,YAPE,2026-05-05,ecommerce
V014028,S13,P00910,3,23886.63,tarjeta,2026-01-21,tienda_fisica
V005734,S40,P01550,4,29186.38,PLIN,2026-01-09,tienda_fisica
V003034,S04,P00062,1,907.6,TC,2026-05-03,tienda_fisica
V001717,S01,P00736,3,2707.28,EFECTIVO,2026-05-18,ecommerce
V000470,S06,P00356,1,5510.35,Yape,2026-05-17,tienda_fisica
V000631,S37,P01937,4,10229.55,PLIN,2026-04-09,tienda_fisica
V014785,S14,P00563,3,16540.9,transferencia,2026-04-16,tienda_fisica
V011999,S34,P02564,1,4252.31,Tarjeta de credito,2026-01-08,tienda_fisica
V001270,S35,P02787,1,7540.3,efectivo,2026-03-06,ecommerce
V014099,S17,P02181,1,6763.25,Efectivo,14/05/2026,tienda_fisica
V012603,S40,P02253,3,3981.44,Plin,2026-01-04,tienda_fisica
V011319,S09,P02368,1,707.68,Yape,2026-06-10,ecommerce
V014819,S11,P01275,1,5245.61,Plin,2026-04-16,tienda_fisica
V013004,S12,P02667,2,4662.6,Plin,2026-04-06,tienda_fisica
V009389,S26,P01368,3,11350.64,TC,2026-02-06,tienda_fisica
V002394,S39,P01170,2,11163.83,TARJETA,2026-01-15,ecommerce
V011011,S24,P01193,2,-1029.45,Efectivo,2026-01-22,tienda_fisica
V008198,S40,P00690,4,4983.28,plin,2026-04-07,ecommerce
V005403,S19,P00462,0,10829.82,efectivo,2026-07-23,tienda_fisica
V000047,,P00929,2,5011.35,plin,2026-08-23,tienda_fisica
V010566,S10,P02385,2,10293.08,EFECTIVO,2026-07-07,tienda_fisica
V000051,S32,P01097,1,,PLIN,2026-01-01,tienda_fisica
V012594,S18,P01811,1,1653.19,Tarjeta de credito,2026-03-18,tienda_fisica
V003698,S39,P00355,4,29405.79,yape,2026-04-23,tienda_fisica
V012117,S18,P00197,4,16037.97,PLIN,2026-05-07,tienda_fisica
V001073,S32,P00872,3,23295.11,efectivo,2026-03-06,ecommerce
V012286,S15,P00601,2,10266.46,TC,2026-03-14,tienda_fisica
V012660,S37,P02527,1,3161.26,plin,2026-07-26,ecommerce
V000494,S13,P01210,1,7922.65,yape,18/07/2026,ecommerce
V003052,S06,P02996,1,2821.71,TARJETA,2026-06-09,tienda_fisica
V004063,S16,P00337,2,11727.59,EFV,2026-08-08,tienda_fisica
V000651,S06,P02546,3,13642.3,Plin,2026-02-26,tienda_fisica
V006326,S34,P00450,4,25808.89,TARJETA,2026-03-22,tienda_fisica
V001455,S22,P00732,3,20298.83,TARJETA,2026-01-06,tienda_fisica
V006547,S40,P00441,1,2338.94,Transferencia bancaria,2026-06-15,tienda_fisica
V007578,S30,P01144,1,5429.73,Plin,2026-01-06,tienda_fisica
V007194,S01,P00627,2,2972.4,Yape,2026-02-14,tienda_fisica
V006943,S02,P00948,3,23042.23,PLIN,2026-01-06,tienda_fisica
V001196,S25,P02903,1,4328.37,transferencia,2026-03-21,tienda_fisica
V010424,S09,P01527,2,1457.29,tarjeta_credito,2026-02-11,tienda_fisica
V001978,S16,P01496,1,3306.91,TC,2026-04-18,tienda_fisica
V008352,S22,P00150,3,14002.71,tarjeta_credito,2026-03-08,tienda_fisica
V001256,S20,P02150,1,5618.53,EFV,2026-08-12,tienda_fisica
V011082,S13,P00057,4,12262.64,TARJETA,22/03/2026,tienda_fisica
V009895,S19,P02560,3,8612.9,TC,2026-07-25,tienda_fisica
V013942,S05,P01646,3,9058.27,tarjeta_credito,2026-08-26,tienda_fisica
V010985,S07,P01982,3,23227.82,TC,2026-07-16,tienda_fisica
V005005,S18,P01331,2,9884.72,EFV,2026-04-20,tienda_fisica
V009671,S25,P01911,3,17329.86,Yape,2026-01-10,tienda_fisica
V011919,S02,P01912,4,27350.06,YAPE,2026-08-28,tienda_fisica
V000747,S27,P01649,4,1964.16,tarjeta_credito,2026-08-22,tienda_fisica
V009155,S08,P02316,2,8080.1,Yape,04/08/2026,tienda_fisica
V001647,S15,P02006,0,11734.41,EFV,2026-05-01,ecommerce
V014692,S16,P01391,1,4071.06,tarjeta,2026-06-03,ecommerce
V007812,S07,P01874,3,1508.05,Transferencia bancaria,2026-01-26,tienda_fisica
V013997,S06,P00538,4,23856.08,tarjeta_credito,2026-08-10,tienda_fisica
V010401,S04,P01288,2,3256.61,efectivo,2026-07-17,tienda_fisica
V010255,S29,P01944,2,13344.0,tarjeta,2026-05-28,tienda_fisica
V011904,S12,P01234,4,24038.07,PLIN,2026-03-16,ecommerce
V005866,S13,P02960,1,221.05,PLIN,2026-03-04,ecommerce
V007468,S08,P02497,2,7979.43,yape,2026-01-22,ecommerce
V002865,S15,P00940,2,-9757.09,yape,2026-02-26,tienda_fisica
V009689,S11,P00025,2,6891.59,Tarjeta de credito,2026-03-02,ecommerce
V014443,S12,P02461,2,6379.58,Yape,2026-07-22,tienda_fisica
V001014,,P02345,1,5457.39,TARJETA,2026-05-20,tienda_fisica
V008274,S09,P01942,4,21177.66,Efectivo,2026-06-07,tienda_fisica
V004782,S21,P00107,2,6699.49,Transferencia bancaria,2026-06-18,ecommerce
V003714,S10,P01276,1,2444.99,PLIN,2026-02-04,ecommerce
V013175,S12,P02769,3,13404.93,yape,2026-02-04,tienda_fisica
V006382,S22,P02866,1,6747.92,tarjeta,19/02/2026,tienda_fisica
V002862,S40,P00652,4,5064.71,Yape,2026-07-07,tienda_fisica
V003153,S13,P02437,3,19903.97,TARJETA,2026-06-27,tienda_fisica
V009871,S22,P01046,2,7654.98,tarjeta_credito,2026-08-25,ecommerce
V001012,S20,P02296,1,1427.68,Transferencia bancaria,2026-06-15,tienda_fisica
V007754,S30,P00633,3,9095.06,Plin,2026-03-25,tienda_fisica
V006757,S40,P02864,4,24262.96,plin,2026-02-06,tienda_fisica
V010911,S09,P02905,2,1592.5,EFV,2026-03-24,tienda_fisica
V001048,S01,P00354,1,4867.64,Plin,2026-06-25,tienda_fisica
V007692,S27,P01818,1,3036.77,PLIN,2026-02-24,ecommerce
V013022,S10,P02832,2,-14364.48,tarjeta_credito,2026-07-10,tienda_fisica
V012929,S16,P02747,2,1270.41,TARJETA,2026-03-27,tienda_fisica
V006099,S29,P01228,4,3218.06,PLIN,2026-01-28,tienda_fisica
V005724,S33,P00342,2,4836.99,TC,2026-03-16,tienda_fisica
V008084,S40,P02101,2,11623.97,Yape,2026-07-24,ecommerce
V002411,S31,P00560,1,7964.23,EFECTIVO,2026-08-13,tienda_fisica
V003372,S24,P01202,2,1976.42,yape,2026-03-27,tienda_fisica
V013881,S13,P01561,2,12943.7,Tarjeta de credito,2026-05-18,tienda_fisica
V003476,S24,P02205,2,7904.74,TARJETA,2026-07-10,ecommerce
V000319,S01,P00210,4,6788.12,efectivo,2026-07-27,tienda_fisica
V005421,S38,P01863,1,3746.63,EFECTIVO,2026-01-05,ecommerce
V012581,S33,P02066,4,5439.79,Transferencia bancaria,2026-03-23,tienda_fisica
V013931,S37,P02416,3,,TARJETA,2026-08-05,ecommerce
V013079,S23,P01663,4,,Tarjeta de credito,2026-08-09,tienda_fisica
V014864,S08,P01348,4,10941.22,Transferencia bancaria,2026-03-23,tienda_fisica
V010438,S32,P00488,4,14281.79,EFECTIVO,2026-03-10,tienda_fisica
V009361,S31,P01553,3,8368.66,transferencia,2026-07-25,tienda_fisica
V000120,S15,P01115,3,5523.71,Plin,2026-08-18,ecommerce
V011634,S34,P01708,1,1997.03,PLIN,2026-06-19,tienda_fisica
V004544,S20,P02579,4,27492.18,Tarjeta de credito,2026-04-05,ecommerce
V002162,S21,P02593,4,16433.37,TC,2026-08-04,ecommerce
V007350,S28,P02391,1,626.14,PLIN,2026-01-11,tienda_fisica
V001214,S23,P01648,1,179.29,PLIN,2026-04-13,tienda_fisica
V012815,S21,P01806,2,6170.05,EFECTIVO,2026-01-16,tienda_fisica
V010585,S35,P02985,4,21596.31,EFECTIVO,06/05/2026,tienda_fisica
V011598,S39,P01328,4,30490.75,YAPE,2026-08-10,tienda_fisica
V011254,S30,P01408,1,529.87,YAPE,2026-04-21,tienda_fisica
V005961,S07,P02056,3,20026.84,plin,2026-03-15,tienda_fisica
V009729,S23,P02146,3,11175.9,tarjeta,2026-05-27,tienda_fisica
V012890,S11,P01910,2,11057.94,efectivo,2026-06-03,tienda_fisica
V010210,S03,P00471,3,16081.37,tarjeta_credito,2026-02-26,tienda_fisica
V010402,S01,P00065,2,9550.92,tarjeta_credito,2026-04-01,ecommerce
V004822,S04,P01415,2,1953.02,Transferencia bancaria,2026-06-07,tienda_fisica
V001852,S06,P00475,2,502.01,Efectivo,2026-08-18,tienda_fisica
V000673,S30,P00976,4,5575.37,TC,2026-04-05,tienda_fisica
V012344,S11,P00994,1,5977.64,Efectivo,2026-05-10,tienda_fisica
V002084,S16,P00536,1,1329.18,Yape,24/03/2026,ecommerce
V011902,S37,P02565,1,3179.16,plin,2026-07-14,tienda_fisica
V000343,S30,P00757,1,1015.06,Yape,2026-03-19,tienda_fisica
V012974,S26,P01492,2,13435.92,Tarjeta de credito,2026-07-19,tienda_fisica
V010780,S01,P01058,1,0,yape,2026-02-10,ecommerce
V006208,S06,P02221,3,23057.73,EFV,2026-01-03,tienda_fisica
V000414,S04,P01687,2,3201.79,Efectivo,2026-04-28,tienda_fisica
V001646,S36,P00713,2,10939.55,Efectivo,2026-02-06,ecommerce
V010290,S37,P00492,2,10161.58,Efectivo,2026-06-28,tienda_fisica
V007925,S17,P00038,2,11110.26,Efectivo,2026-08-13,tienda_fisica
V014945,S34,P00436,3,2252.31,Plin,2026-02-04,tienda_fisica
V003508,S11,P01299,2,11341.99,Transferencia bancaria,2026-07-26,ecommerce
V000023,S14,P02071,3,13414.13,PLIN,2026-04-22,tienda_fisica
V011412,S06,P00774,4,22766.44,Plin,2026-05-08,tienda_fisica
V001245,S31,P00822,3,12247.48,transferencia,2026-08-25,tienda_fisica
V012665,S05,P01104,2,5471.78,plin,2026-02-07,tienda_fisica
V007256,S30,P00316,1,629.14,Plin,2026-08-14,ecommerce
V003682,S21,P02090,4,30693.87,EFV,2026-08-15,tienda_fisica
V006339,S18,P01714,2,6944.25,Plin,2026-02-11,tienda_fisica
V002039,S28,P01374,2,2673.34,TC,2026-02-05,tienda_fisica
V005130,S03,P02412,2,15984.19,Yape,2026-08-15,tienda_fisica
V003809,S15,P01129,3,22180.83,TC,2026-03-04,tienda_fisica
V011884,S34,P01423,3,15460.74,TC,2026-08-15,tienda_fisica
V010913,S30,P02614,1,7725.65,TC,2026-06-09,tienda_fisica
V000313,S27,P02026,2,7116.57,plin,2026-08-17,tienda_fisica
V005374,S22,P01453,3,22520.42,efectivo,2026-08-17,tienda_fisica
V006533,S03,P02996,2,3843.47,transferencia,2026-06-11,tienda_fisica
V003177,S35,P00031,3,16908.62,Transferencia bancaria,2026-05-23,ecommerce
V011330,S07,P02294,4,4321.61,YAPE,2026-08-10,tienda_fisica
V008515,S14,P02141,1,6097.15,tarjeta,2026-03-09,tienda_fisica
V008023,S36,P00661,3,9642.18,PLIN,2026-01-24,ecommerce
V004447,S07,P00688,3,21309.37,TC,2026-01-15,tienda_fisica
V005732,S15,P02018,3,2625.34,EFECTIVO,2026-01-20,tienda_fisica
V012824,S04,P01282,1,5435.65,Tarjeta de credito,2026-06-23,tienda_fisica
V001111,S20,P02025,4,15390.38,yape,2026-08-17,ecommerce
V009556,S33,P02007,1,2382.24,Transferencia bancaria,2026-07-05,ecommerce
V011958,S30,P01754,3,6186.82,EFV,2026-03-20,tienda_fisica
V013221,S01,P00704,2,1876.48,EFV,2026-01-06,tienda_fisica
V012421,S36,P02088,4,24086.52,tarjeta_credito,2026-05-28,ecommerce
V003660,S25,P02358,3,904.06,YAPE,2026-07-15,tienda_fisica
V012316,S31,P02657,3,16224.76,EFECTIVO,2026-07-26,ecommerce
V013273,S01,P00172,2,12438.4,YAPE,2026-03-10,tienda_fisica
V006285,S34,P02791,3,-13657.65,PLIN,2026-02-11,tienda_fisica
V003010,S27,P00009,2,10497.98,plin,2026-02-26,tienda_fisica
V009381,S10,P01990,4,23652.97,EFECTIVO,2026-01-05,tienda_fisica
V002473,S40,P00022,3,7106.48,TARJETA,2026-06-23,tienda_fisica
V014270,S13,P02973,2,,tarjeta,2026-05-08,tienda_fisica
V012840,S15,P00804,3,22809.6,PLIN,2026-03-28,tienda_fisica
V008648,S14,P01314,3,22172.42,TARJETA,2026-06-25,tienda_fisica
V008465,S29,P00504,4,22542.39,Efectivo,2026-01-02,tienda_fisica
V011750,S23,P02650,4,30651.78,PLIN,2026-01-05,tienda_fisica
V009375,S39,P02364,3,12687.76,Transferencia bancaria,2026-07-27,tienda_fisica
V003443,S27,P00657,1,6848.25,EFECTIVO,2026-03-22,tienda_fisica
V011576,S40,P01661,2,13435.75,EFV,2026-07-13,tienda_fisica
V010878,S27,P02898,4,1711.2,Efectivo,2026-06-17,tienda_fisica
V009641,S09,P01407,2,7975.74,Plin,2026-08-16,tienda_fisica
V006737,S01,P02532,3,601.56,yape,2026-03-07,ecommerce
V004437,S19,P01160,4,30342.09,PLIN,2026-05-21,ecommerce
V009255,S05,P02912,3,2110.91,YAPE,2026-07-26,tienda_fisica
V014162,S32,P01320,3,11312.04,Efectivo,2026-08-21,tienda_fisica
V002832,S18,P02323,4,14808.76,Yape,2026-03-02,ecommerce
V011621,S35,P00530,2,4822.77,Yape,2026-07-14,tienda_fisica
V006030,S14,P01577,3,18671.49,YAPE,2026-03-13,tienda_fisica
V007670,S03,P01549,3,-12201.86,TARJETA,2026-05-25,ecommerce
V014084,S10,P00014,3,3395.86,tarjeta_credito,2026-01-17,tienda_fisica
V004608,S39,P02041,1,4109.13,PLIN,2026-07-08,tienda_fisica
V007615,S27,P01941,4,9900.71,Plin,2026-03-08,tienda_fisica
V006460,S39,P01239,1,277.6,transferencia,2026-04-01,tienda_fisica
V000578,S10,P00450,3,14068.99,Efectivo,2026-07-03,ecommerce
V001992,S03,P01941,2,12940.33,Transferencia bancaria,2026-07-02,ecommerce
V013450,S30,P01190,4,-14212.43,Transferencia bancaria,2026-06-15,ecommerce
V014489,S24,P01952,2,706.05,YAPE,2026-02-14,tienda_fisica
V010754,S13,P00659,3,10678.92,Yape,2026-05-27,tienda_fisica
V000468,S01,P00151,3,11434.07,Tarjeta de credito,2026-01-18,tienda_fisica
V000539,S06,P01341,4,21079.32,TC,2026-02-17,tienda_fisica
V003121,S39,P00560,4,632.63,tarjeta_credito,2026-02-16,tienda_fisica
V013290,S36,P02924,1,-2535.45,plin,2026-03-15,tienda_fisica
V012697,S11,P02803,3,1196.03,TARJETA,2026-08-26,ecommerce
V013201,S32,P01290,2,11284.89,Efectivo,2026-06-28,tienda_fisica
V004159,S11,P02411,3,0,transferencia,2026-04-18,tienda_fisica
V011946,S01,P02363,3,9210.54,TC,2026-08-15,tienda_fisica
V013640,S26,P00529,2,5921.56,PLIN,2026-06-17,tienda_fisica
V001650,S22,P02799,2,9407.53,TC,2026-06-16,tienda_fisica
V007786,S32,P01447,1,1340.96,PLIN,2026-02-23,tienda_fisica
V010644,S13,P00937,1,3723.89,efectivo,2026-04-02,tienda_fisica
V013885,S27,P01822,2,10273.1,YAPE,26/07/2026,ecommerce
V005141,S27,P00217,4,13072.85,tarjeta_credito,2026-01-06,ecommerce
V001738,S31,P01912,1,1162.15,TC,2026-07-03,tienda_fisica
V005082,S05,P01526,2,13448.04,Tarjeta de credito,2026-08-26,tienda_fisica
V002827,S29,P02507,4,22316.65,yape,2026-08-02,ecommerce
V005968,S16,P02316,3,17594.58,Plin,2026-01-24,tienda_fisica
V000525,S34,P01696,3,9398.95,TC,2026-06-12,tienda_fisica
V004877,S33,P01009,2,0,YAPE,2026-08-16,ecommerce
V005510,S40,P00851,1,,transferencia,2026-02-26,ecommerce
V004964,S08,P02386,3,6402.26,efectivo,2026-07-04,tienda_fisica
V003936,S22,P02877,1,5599.71,TC,2026-06-12,tienda_fisica
V002744,S17,P00790,3,2217.92,YAPE,2026-08-25,ecommerce
V004733,S15,P01946,2,6822.97,EFECTIVO,2026-04-12,tienda_fisica
V010525,S10,P01418,3,20179.35,PLIN,2026-02-25,tienda_fisica
V001582,S17,P02714,2,14886.35,EFECTIVO,24/08/2026,tienda_fisica
V005011,S19,P00401,3,9550.17,Plin,2026-08-16,ecommerce
V012619,S33,P01417,4,7061.15,PLIN,2026-01-26,tienda_fisica
V004542,S13,P02588,3,21948.27,PLIN,2026-06-27,ecommerce
V010689,S36,P00524,1,,efectivo,2026-04-09,tienda_fisica
V012301,S37,P00797,1,6255.6,EFECTIVO,2026-01-24,tienda_fisica
V004230,S15,P02862,2,15777.34,PLIN,2026-05-27,ecommerce
V000391,S21,P01665,2,1786.99,Plin,2026-02-24,tienda_fisica
V009105,S05,P00484,4,24197.71,EFV,2026-06-05,ecommerce
V009241,S34,P00452,4,28622.65,tarjeta,2026-05-18,tienda_fisica
V008021,S35,P02521,3,11112.36,transferencia,2026-01-20,ecommerce
V014894,S33,P02580,2,13721.67,plin,2026-07-24,ecommerce
V007001,S18,P00577,2,595.81,plin,2026-04-08,tienda_fisica
V004812,S24,P02945,4,31270.91,tarjeta_credito,2026-02-07,tienda_fisica
V004515,S06,P00166,1,4281.18,Plin,2026-03-25,tienda_fisica
V007638,S21,P00222,3,6332.54,plin,2026-02-05,tienda_fisica
V010989,S35,P02658,1,4106.29,Transferencia bancaria,2026-03-10,tienda_fisica
V004031,S19,P02070,3,4128.73,Transferencia bancaria,2026-06-01,tienda_fisica
V003123,S16,P02597,2,12894.59,tarjeta,2026-05-17,tienda_fisica
V012156,S35,P01253,2,14319.97,tarjeta_credito,2026-05-26,tienda_fisica
V007400,S18,P02098,1,6973.73,Efectivo,2026-06-07,tienda_fisica
V007820,S11,P00044,4,20295.18,efectivo,2026-04-10,ecommerce
V000173,S26,P01212,3,7545.47,transferencia,2026-08-25,tienda_fisica
V002440,S07,P00475,3,13679.38,tarjeta_credito,2026-04-14,tienda_fisica
V012991,S32,P01011,3,2070.58,Transferencia bancaria,2026-08-16,ecommerce
V005210,S19,P02129,2,7531.52,tarjeta_credito,2026-06-05,tienda_fisica
V004763,S05,P01697,4,8794.51,efectivo,2026-06-02,tienda_fisica
V005811,S02,P00951,4,7914.29,tarjeta,2026-06-10,tienda_fisica
V012835,S16,P01973,4,7282.55,Yape,2026-01-03,tienda_fisica
V003945,S29,P00579,1,1509.44,Transferencia bancaria,2026-01-21,tienda_fisica
V013916,S08,P02546,3,3440.33,plin,2026-01-19,tienda_fisica
V006895,S31,P00137,4,20298.39,tarjeta,2026-03-08,tienda_fisica
V011947,S27,P00469,3,12107.8,yape,2026-02-15,tienda_fisica
V014200,S39,P02225,1,1015.85,transferencia,2026-01-10,tienda_fisica
V012021,S32,P01013,3,15761.49,transferencia,2026-05-15,tienda_fisica
V012874,S07,P00769,4,16903.46,yape,2026-03-05,tienda_fisica
V005839,S18,P01421,1,7445.01,EFECTIVO,2026-05-26,ecommerce
V003108,S02,P02657,1,2817.11,TARJETA,2026-07-06,tienda_fisica
V002668,S12,P00837,4,1405.95,Plin,2026-05-19,tienda_fisica
V000352,S29,P02636,3,0,Tarjeta de credito,2026-04-12,tienda_fisica
V004428,S22,P02615,4,9594.15,TARJETA,2026-06-18,ecommerce
V007136,S18,P00688,3,3255.79,Yape,2026-01-05,tienda_fisica
V010788,S40,P01660,3,14743.28,transferencia,2026-04-24,tienda_fisica
V008804,S36,P02581,1,1603.69,transferencia,2026-08-15,tienda_fisica
V002854,,P02751,3,18556.24,Plin,2026-07-15,tienda_fisica
V003785,S30,P01254,4,1759.7,plin,2026-04-14,tienda_fisica
V004624,S09,P01603,3,17218.31,EFECTIVO,2026-04-14,tienda_fisica
V011430,S11,P01981,1,5865.9,Plin,2026-08-16,tienda_fisica
V000081,S13,P01002,1,,EFV,2026-02-18,tienda_fisica
V013895,S26,P00414,2,11146.79,plin,2026-02-20,tienda_fisica
V000400,S16,P02786,1,1352.22,EFV,2026-07-20,tienda_fisica
V011493,S40,P01214,2,0,plin,2026-02-08,ecommerce
V008266,S21,P02226,2,2619.4,PLIN,2026-06-11,tienda_fisica
V001971,S05,P01932,1,-3952.74,EFV,2026-08-23,tienda_fisica
V004268,S10,P01052,3,4729.88,Efectivo,2026-01-27,tienda_fisica
V014280,S37,P00863,3,7743.28,EFECTIVO,2026-04-25,tienda_fisica
V008792,S26,P00872,1,-6842.28,tarjeta,2026-01-13,tienda_fisica
V006874,S04,P00544,4,13215.58,PLIN,2026-05-03,tienda_fisica
V004449,S31,P02531,4,21277.48,Plin,2026-08-09,ecommerce
V013282,S38,P02950,4,22460.06,EFV,2026-05-24,tienda_fisica
V012544,S03,P00683,3,10202.86,plin,2026-02-05,tienda_fisica
V003971,S35,P02568,3,3904.41,Yape,2026-06-05,ecommerce
V010626,S05,P01564,1,3187.98,plin,2026-07-27,tienda_fisica
V000808,S26,P01861,1,1522.22,Efectivo,2026-05-07,tienda_fisica
V012273,S14,P01416,4,-10671.73,TC,2026-03-17,tienda_fisica
V003361,S07,P02936,4,6622.49,Transferencia bancaria,2026-01-24,tienda_fisica
V000085,S05,P01049,3,17842.51,TC,2026-01-05,tienda_fisica
V009593,S23,P00812,1,7759.7,YAPE,2026-06-08,ecommerce
V000806,S30,P01780,3,802.09,Efectivo,2026-02-10,tienda_fisica
V001618,S10,P00683,1,3534.33,YAPE,2026-07-10,tienda_fisica
V001125,S32,P00397,4,,YAPE,2026-06-24,tienda_fisica
V003148,S19,P02890,0,16814.51,tarjeta,2026-01-20,tienda_fisica
V013625,S03,P01884,1,,TC,2026-05-05,ecommerce
V001467,S27,P00514,1,2015.79,tarjeta,2026-08-12,tienda_fisica
V008809,S21,P01078,2,4027.18,efectivo,2026-06-10,tienda_fisica
V002589,S20,P02667,3,6363.31,EFV,2026-08-12,tienda_fisica
V007808,S15,P00327,3,22893.95,PLIN,2026-06-25,tienda_fisica
V010154,S37,P00943,3,1806.72,EFECTIVO,2026-07-13,ecommerce
V013560,S18,P02299,2,2941.98,efectivo,2026-05-03,tienda_fisica
V014548,S24,P00664,1,5389.34,TARJETA,2026-05-26,tienda_fisica
V007459,S23,P01565,3,4614.35,tarjeta_credito,2026-07-16,tienda_fisica
V010535,S33,P02872,3,11150.25,tarjeta_credito,2026-04-12,tienda_fisica
V011166,S17,P01362,1,-5354.96,efectivo,2026-04-12,tienda_fisica
V001359,S29,P00980,2,986.52,Efectivo,2026-01-22,tienda_fisica
V011186,S38,P01137,1,6533.59,PLIN,2026-07-27,tienda_fisica
V001889,S33,P01312,3,9693.1,Efectivo,2026-06-22,tienda_fisica
V003042,S13,P01759,2,9526.89,yape,2026-03-27,ecommerce
V011152,S14,P01207,2,13816.82,Efectivo,2026-02-03,tienda_fisica
V009223,S23,P01558,4,0,Plin,2026-01-19,tienda_fisica
V008999,S06,P01711,2,3719.26,TARJETA,2026-02-04,ecommerce
V000224,S15,P02749,2,,Transferencia bancaria,2026-04-26,tienda_fisica
V012696,S32,P00451,4,8967.49,yape,2026-03-17,tienda_fisica
V001342,S09,P01621,4,21062.08,EFV,2026-06-24,tienda_fisica
V009323,S13,P01189,1,0,transferencia,2026-04-03,tienda_fisica
V005812,S25,P00321,4,18364.54,tarjeta_credito,2026-03-07,tienda_fisica
V010870,S25,P00107,3,11531.46,efectivo,2026-02-25,tienda_fisica
V005881,S31,P02979,3,15142.21,tarjeta_credito,2026-06-06,tienda_fisica
V014979,S17,P01338,3,18605.3,tarjeta_credito,2026-04-28,tienda_fisica
V002563,,P02834,1,4185.78,tarjeta,2026-04-23,tienda_fisica
V005388,S36,P00048,3,14064.78,EFV,2026-05-11,tienda_fisica
