devolucion_id,pedido_id,sucursal_id,producto_id,motivo,monto_reembolso,fecha_devolucion
D03304,PED006866,S01,P01335,producto_dañado_en_transporte,6782.32,2026-06-04
D03734,PED008591,S27,P01100,no_cumple_expectativas,6886.56,2026-07-16
D00449,PED016139,S25,P00077,producto_defectuoso,7808.78,2026-06-23
D02131,PED007033,S22,P00498,envio_incorrecto,3752.25,2026-05-18
D01739,PED007096,S21,P01450,cambio_de_opinion,7557.66,2026-08-17
D02931,PED015069,S11,P00393,cambio_de_opinion,767.62,2026-01-23
D01137,PED004612,S16,P01707,producto_defectuoso,6297.72,2026-06-16
D02481,PED016375,S28,P00143,producto_dañado_en_transporte,4916.19,2026-08-10
D02334,PED004111,S30,P00891,producto_dañado_en_transporte,4866.41,2026-01-20
D00027,PED012584,S10,P01395,producto_dañado_en_transporte,2514.79,2026-02-17
D00065,PED014170,S04,P01709,envio_incorrecto,4240.49,2026-01-17
D01143,PED004363,S29,P01800,garantia,1634.27,2026-06-16
D02331,PED002569,S11,P01837,producto_dañado_en_transporte,1425.44,2026-01-21
D02084,,S35,P00090,no_cumple_expectativas,6853.86,2026-08-24
D01460,PED017746,S05,P02594,garantia,2317.16,2026-04-05
D01588,PED005534,S20,P02459,producto_defectuoso,1461.95,2026-08-03
D01953,PED018563,S04,P00792,no_cumple_expectativas,2836.97,2026-07-15
D02093,PED004710,S23,P00514,producto_defectuoso,6459.79,2026-07-27
D03377,PED013376,S10,P02090,garantia,5690.04,2026-04-22
D01609,PED005935,S07,P00247,envio_incorrecto,4505.88,2026-06-20
D03638,PED010109,S08,P02107,garantia,577.17,2026-02-25
D03204,PED002399,S36,P01570,producto_dañado_en_transporte,1264.7,2026-07-17
D01157,PED003795,S20,P02121,producto_dañado_en_transporte,876.36,2026-08-23
D01503,PED006729,S30,P02815,no_cumple_expectativas,174.89,2026-07-07
D00266,PED011911,S26,P02593,cambio_de_opinion,3688.24,2026-06-26
D01116,PED017095,S17,P02903,producto_defectuoso,1956.48,2026-02-24
D02326,PED001606,S28,P00346,cambio_de_opinion,596.22,2026-01-26
D00977,PED008338,S34,P01273,producto_defectuoso,6583.97,2026-05-23
D00981,PED010876,S35,P01197,no_cumple_expectativas,6743.31,2026-03-06
D02561,PED004114,S12,P02660,producto_dañado_en_transporte,216.04,2026-07-24
D03877,PED017809,S33,P01042,producto_dañado_en_transporte,-6825.43,2026-07-15
D01139,PED006971,S30,P00306,envio_incorrecto,6652.47,2026-08-17
D03748,PED003219,S01,P02141,no_cumple_expectativas,1293.57,2026-06-26
D02225,PED013181,S35,P00905,cambio_de_opinion,3178.81,2026-02-13
D03458,PED001272,S31,P02033,garantia,2856.3,2026-03-08
D01757,PED017336,S20,P00221,producto_defectuoso,3087.29,2026-07-15
D03319,PED016433,S38,P00794,envio_incorrecto,4237.86,2026-08-08
D03751,PED013337,S17,P00568,garantia,7986.84,2026-08-08
D02573,PED014260,S35,P02985,garantia,6233.97,2026-05-14
D03968,PED002507,S09,P02812,producto_defectuoso,941.3,2026-06-27
D00867,PED015150,S01,P00368,garantia,2348.11,2026-06-14
D00033,PED008269,S26,P02764,no_cumple_expectativas,4926.42,2026-07-11
D00243,PED014396,S31,P00166,garantia,3035.65,2026-06-20
D00371,PED017785,S15,P02822,,688.09,2026-07-14
D00544,PED014994,S33,P02386,cambio_de_opinion,3897.14,2026-06-05
D00778,PED015964,S25,P02500,,3806.26,2026-04-26
D03440,PED000474,S26,P00171,cambio_de_opinion,3553.21,2026-07-05
D01088,PED008738,S16,P02693,garantia,1203.59,2026-01-02
D02270,PED011763,S40,P02222,producto_defectuoso,7810.96,2026-07-19
D03188,PED013057,S29,P00448,no_cumple_expectativas,483.17,2026-03-16
D01724,PED000444,S09,P02335,cambio_de_opinion,4085.61,2026-07-07
D01805,PED006952,S29,P01191,envio_incorrecto,6567.8,2026-03-12
D03752,PED008544,S37,P02862,envio_incorrecto,6821.45,2026-02-28
D03452,PED006281,S26,P02691,garantia,6328.85,2026-04-04
D01365,PED013053,S12,P00245,garantia,4991.77,2026-03-24
D00035,PED018100,S39,P02779,no_cumple_expectativas,6317.37,2026-03-06
D03737,PED010631,S05,P01297,producto_defectuoso,5207.93,2026-02-24
D01401,PED000687,S37,P02519,garantia,7442.9,2026-07-13
D01253,PED003040,S23,P01906,garantia,585.98,2026-03-18
D02555,PED001912,S19,P02452,garantia,2221.79,2026-06-24
D00585,PED002763,S21,P02032,envio_incorrecto,1957.01,2026-02-14
D02626,PED012102,S25,P00817,no_cumple_expectativas,869.11,2026-05-28
D02078,PED013519,S14,P01822,envio_incorrecto,3698.55,2026-05-10
D01684,PED008218,S12,P02938,producto_dañado_en_transporte,5216.26,2026-03-21
D01000,,S17,P01885,garantia,4749.68,2026-04-21
D02245,PED018101,S04,P01148,producto_dañado_en_transporte,6249.05,2026-04-18
D01092,PED019971,S07,P00768,no_cumple_expectativas,3133.14,2026-06-17
D03567,PED018360,S18,P00331,no_cumple_expectativas,1457.41,2026-02-21
D03626,PED010133,S11,P02763,cambio_de_opinion,4455.81,2026-03-07
D03921,PED010345,S36,P01940,producto_defectuoso,4922.19,2026-08-05
D03044,PED005419,S26,P01955,garantia,5236.71,2026-05-03
D02958,PED016325,S17,P02577,envio_incorrecto,6349.64,2026-04-02
D02537,PED017551,S22,P00418,producto_defectuoso,2726.02,2026-01-02
D00023,,S18,P00685,no_cumple_expectativas,4142.3,2026-03-15
D00341,PED016593,S04,P00211,garantia,1960.11,2026-04-03
D00468,PED017517,S01,P02225,no_cumple_expectativas,7670.41,2026-08-10
D03109,PED016511,S16,P02884,producto_defectuoso,2425.05,2026-04-02
D02545,PED002667,S18,P02712,cambio_de_opinion,1036.0,2026-04-17
D02367,PED017749,S29,P00915,garantia,3431.36,2026-02-15
D03153,PED003261,S05,P01444,garantia,1127.54,2026-02-03
D00048,PED014791,S31,P02504,cambio_de_opinion,4301.97,2026-01-21
D02592,PED012400,S38,P02030,cambio_de_opinion,5991.67,2026-05-02
D00022,PED009847,S24,P01625,cambio_de_opinion,2684.14,2026-02-13
D02544,PED000605,S15,P01789,producto_defectuoso,5622.2,2026-07-05
D01808,PED001155,S08,P01320,producto_defectuoso,5042.35,2026-05-05
D00467,PED012431,S36,P02025,envio_incorrecto,6738.48,2026-02-14
D03088,PED007599,S24,P00012,producto_defectuoso,1078.03,2026-08-27
D03951,PED008669,S13,P00343,garantia,1648.54,2026-02-02
D00246,PED018674,S12,P02000,producto_defectuoso,1419.14,2026-07-25
D01086,PED002696,S08,P00118,no_cumple_expectativas,1755.88,2026-06-11
D00651,PED014203,S29,P93570,no_cumple_expectativas,2606.39,2026-03-17
D03012,PED014717,S13,P02085,envio_incorrecto,5984.6,2026-05-10
D03493,PED013839,S34,P02620,producto_defectuoso,2276.82,2026-07-16
D03514,PED006419,S24,P02113,garantia,2865.74,2026-06-20
D03828,PED002755,S09,P01344,garantia,6535.89,2026-03-19
D02881,PED005302,S37,P00800,cambio_de_opinion,2697.12,2026-02-16
D03623,PED012991,S32,P02057,producto_defectuoso,6414.93,2026-05-13
D00551,PED011755,S33,P01479,garantia,3498.04,2026-01-05
D00026,PED018174,S15,P01089,garantia,7739.89,2026-01-01
D03312,PED000610,S26,P00225,producto_defectuoso,6943.38,2026-01-17
D02374,PED013930,S06,P02927,envio_incorrecto,876.34,2026-05-06
D03375,PED004156,S31,P02485,envio_incorrecto,4775.25,2026-05-20
D03051,PED008526,S04,P02626,producto_defectuoso,254.13,2026-02-02
D02667,PED009342,S04,P02010,envio_incorrecto,5650.42,2026-03-14
D01900,PED007723,S17,P02673,producto_defectuoso,2267.82,2026-05-14
D03329,PED015725,S39,P01950,envio_incorrecto,1866.09,2026-02-13
D00155,PED006954,S36,P00474,,7789.42,2026-04-24
D00161,PED014658,S30,P00920,envio_incorrecto,1074.86,2026-06-15
D00919,PED011820,S22,P01859,producto_dañado_en_transporte,2677.08,2026-08-16
D00417,PED008269,S29,P00923,no_cumple_expectativas,4852.64,2026-07-14
D03741,PED011230,S35,P02109,producto_dañado_en_transporte,7284.38,2026-06-02
D03844,PED019840,S40,P02867,producto_defectuoso,4123.62,2026-05-13
D00897,PED018920,S21,P02063,producto_dañado_en_transporte,4931.5,2026-01-15
D01479,PED001643,S39,P00178,no_cumple_expectativas,6803.07,2026-04-28
D03685,PED011382,S10,P02320,producto_defectuoso,2744.7,2026-08-12
D01665,PED015656,S30,P01459,envio_incorrecto,6869.98,2026-02-08
D00658,PED005040,S35,P02639,producto_dañado_en_transporte,7225.44,2026-05-19
D01890,PED001834,S10,P00115,garantia,6814.15,2026-07-05
D02394,PED012213,S09,P01652,producto_dañado_en_transporte,4191.27,2026-05-02
D03581,PED006697,S10,P01742,envio_incorrecto,6345.56,2026-02-14
D00400,PED016147,S07,P00046,cambio_de_opinion,5361.01,2026-03-23
D01761,PED006931,S16,P01757,producto_defectuoso,348.5,2026-01-08
D00637,PED010524,S22,P01761,producto_defectuoso,6268.82,2026-04-26
D01698,PED011903,S25,P01072,no_cumple_expectativas,4467.88,2026-07-19
D02049,PED018035,S37,P01512,garantia,2171.3,2026-08-18
D02123,PED004702,S06,P00771,envio_incorrecto,6241.33,2026-05-10
D01227,PED000163,S02,P02552,envio_incorrecto,6304.47,2026-02-21
D00378,PED007775,S37,P00954,no_cumple_expectativas,449.54,2026-03-05
D01853,PED016902,S02,P00306,producto_defectuoso,3531.79,2026-05-01
D01112,PED001518,S02,P02651,no_cumple_expectativas,4582.01,2026-05-21
D00827,PED005432,S17,P01876,producto_defectuoso,4278.14,2026-03-24
D03661,PED002451,S17,P01480,producto_dañado_en_transporte,5779.57,2026-07-10
D00267,PED002606,S05,P01423,no_cumple_expectativas,7829.13,2026-07-24
D03842,PED001598,S04,P00801,garantia,7496.39,2026-07-17
D01779,PED013784,S22,P02599,producto_defectuoso,4937.09,2026-03-07
D03993,PED008945,S01,P00422,producto_defectuoso,2511.68,2026-08-19
D03814,PED004843,S39,P02940,producto_dañado_en_transporte,3139.15,2026-01-07
D00209,PED007004,S31,P01710,envio_incorrecto,3219.24,2026-07-25
D03062,PED001799,S25,P01990,no_cumple_expectativas,2116.14,2026-08-03
D03091,PED001807,S23,P02020,producto_defectuoso,3154.02,2026-05-15
D03618,PED006983,S34,P01373,no_cumple_expectativas,3749.92,2026-07-28
D00776,PED005276,S26,P02803,cambio_de_opinion,7324.21,2026-04-20
D02048,PED017870,S25,P01744,cambio_de_opinion,241.12,2026-04-18
D01844,PED017320,S26,P00966,garantia,7085.75,2026-04-12
D03078,PED008432,S31,P01646,cambio_de_opinion,803.95,2026-08-26
D00472,PED011302,S39,P00500,cambio_de_opinion,935.74,2026-08-04
D00583,PED017962,S22,P01248,no_cumple_expectativas,-5664.33,2026-01-14
D00133,PED004627,S24,P00536,cambio_de_opinion,6954.07,2026-03-24
D02350,PED015281,S19,P00054,garantia,6176.65,2026-05-25
D02916,PED016233,S03,P00064,envio_incorrecto,7862.75,2026-04-26
D01990,PED010761,S32,P00262,no_cumple_expectativas,5719.34,2026-04-01
D01674,PED006994,S06,P02337,producto_dañado_en_transporte,4816.55,2026-08-10
D03727,PED011875,S26,P01848,cambio_de_opinion,1121.2,2026-02-14
D01547,PED004489,S10,P02875,no_cumple_expectativas,1690.59,2026-08-14
D01232,PED010853,S35,P00895,cambio_de_opinion,3745.07,2026-01-21
D03503,PED000024,S09,P00096,envio_incorrecto,3899.56,2026-04-28
D00618,PED012561,S13,P00999,producto_defectuoso,4908.42,2026-06-09
D00635,PED000652,S23,P02624,no_cumple_expectativas,275.63,2026-01-19
D01316,PED014796,S32,P01854,cambio_de_opinion,4644.5,2026-05-28
D01393,PED013220,S18,P00211,garantia,2895.03,2026-08-09
D03826,PED018550,S34,P01489,envio_incorrecto,4636.87,2026-06-01
D00053,PED013716,S06,P00893,no_cumple_expectativas,5166.02,2026-05-08
D01426,PED019672,S02,P00466,garantia,2961.5,2026-02-17
D03419,PED005332,S32,P02399,producto_dañado_en_transporte,5350.02,2026-02-08
D02120,PED016841,S05,P00893,garantia,7271.58,2026-05-04
D00689,PED005966,S20,P02132,producto_dañado_en_transporte,4029.13,2026-07-08
D00772,PED007688,S09,P01086,envio_incorrecto,7926.17,2026-02-22
D00127,PED008726,S32,P01667,cambio_de_opinion,4838.72,2026-07-03
D01537,PED013121,S37,P02589,envio_incorrecto,4746.72,2026-04-21
D03125,PED013738,S37,P01181,producto_defectuoso,7819.05,2026-01-24
D01136,PED009870,S25,P02805,envio_incorrecto,806.34,2026-07-08
D03317,PED006709,S05,P01707,no_cumple_expectativas,6302.5,2026-06-17
D01615,PED004126,S30,P00679,garantia,272.51,2026-05-04
D01455,PED019471,S03,P02412,cambio_de_opinion,7207.46,2026-03-07
D01970,PED015077,S39,P01906,garantia,6096.0,2026-08-20
D03680,PED000247,S14,P00845,cambio_de_opinion,4092.86,2026-04-20
D03888,PED014977,S14,P01761,producto_defectuoso,4882.11,2026-01-02
D01405,PED013310,S33,P02971,producto_defectuoso,4200.06,2026-08-27
D02273,PED013639,S26,P02255,garantia,5690.76,2026-06-13
D00252,PED016180,S39,P00043,cambio_de_opinion,1576.97,2026-02-07
D02644,PED003322,S20,P02275,cambio_de_opinion,3151.32,2026-06-03
D01973,PED013435,S19,P00468,producto_dañado_en_transporte,578.87,2026-07-25
D00660,PED006840,S07,P02367,,6330.03,2026-04-26
D03263,PED009987,S15,P00633,garantia,6292.61,2026-02-20
D02691,PED004051,S36,P01257,no_cumple_expectativas,1410.01,2026-03-05
D02702,PED005717,S22,P01414,cambio_de_opinion,5604.81,2026-03-27
D00609,PED003697,S07,P01050,garantia,5625.47,2026-03-03
D02493,PED007456,S31,P00444,cambio_de_opinion,1186.42,2026-01-01
D02928,PED017924,S22,P00015,no_cumple_expectativas,3452.46,2026-06-11
D01898,PED014683,S14,P01866,no_cumple_expectativas,5348.34,2026-05-06
D01404,PED008559,S15,P00352,no_cumple_expectativas,7029.59,2026-04-28
D02175,PED006758,S29,P00739,envio_incorrecto,5632.99,2026-06-15
D00232,PED014508,S38,P01157,no_cumple_expectativas,2141.2,2026-04-13
D00959,PED003453,S33,P01901,producto_defectuoso,2752.16,2026-08-24
D01929,PED015795,S39,P01431,envio_incorrecto,4267.97,2026-08-09
D00703,PED016908,S19,P00365,garantia,595.96,2026-05-17
D00983,PED018404,S34,P01700,cambio_de_opinion,3352.88,2026-01-20
D03821,PED002218,S35,P02803,producto_dañado_en_transporte,4746.37,2026-05-08
D03756,PED009337,S07,P01052,producto_dañado_en_transporte,757.6,2026-07-22
D01762,PED000876,S22,P01369,producto_dañado_en_transporte,3396.07,2026-06-01
D03786,PED014929,S37,P01766,envio_incorrecto,5743.08,2026-08-19
D00455,PED007567,S26,P01535,no_cumple_expectativas,2933.1,2026-05-15
D01420,PED005684,S05,P01882,,2966.89,2026-07-16
D01730,PED003148,S03,P01952,no_cumple_expectativas,1933.53,2026-07-28
D02562,PED018219,S27,P02973,no_cumple_expectativas,1935.18,2026-07-22
D02016,PED015918,S15,P01482,envio_incorrecto,6995.94,2026-07-07
D02876,PED008037,S13,P02279,producto_dañado_en_transporte,5853.86,2026-04-28
D03568,PED013207,S11,P01499,envio_incorrecto,3389.67,2026-06-21
D01782,PED005520,S19,P00370,producto_dañado_en_transporte,6622.82,2026-08-27
D01696,PED008503,S08,P00805,no_cumple_expectativas,5175.49,2026-06-13
D02503,PED006977,S06,P02868,,3993.95,2026-08-08
D01695,PED006454,S24,P01337,producto_defectuoso,243.39,2026-04-07
D03998,PED005487,S05,P00839,garantia,6305.21,2026-01-23
D02965,PED019053,S11,P00987,envio_incorrecto,3888.97,2026-07-03
D02423,PED010425,S13,P00166,envio_incorrecto,2244.18,2026-05-22
D00890,PED013913,S39,P00358,producto_dañado_en_transporte,6857.24,2026-07-26
D02265,PED016194,S18,P02869,garantia,1504.45,2026-05-20
D01617,PED017708,S37,P02086,garantia,922.04,2026-06-18
D02453,PED010212,S01,P02451,envio_incorrecto,5242.46,2026-01-07
D02879,PED005655,S20,P02747,garantia,-6502.1,2026-03-01
D01786,PED001947,S06,P02719,no_cumple_expectativas,4751.06,2026-06-26
D00739,PED006401,S36,P01487,producto_defectuoso,5359.45,2026-06-13
D02844,PED012889,S04,P02029,producto_defectuoso,7566.85,2026-04-11
D02593,PED012922,S03,P02891,cambio_de_opinion,3367.46,2026-01-08
D03236,PED018139,S36,P02284,envio_incorrecto,1891.38,2026-02-24
D00957,,S39,P00207,garantia,2431.47,2026-06-11
D02036,PED008705,S14,P02438,producto_defectuoso,2935.45,2026-07-08
D00538,PED005524,S17,P02260,cambio_de_opinion,3160.06,2026-02-12
D02930,PED016060,S28,P02936,garantia,1085.15,2026-02-04
D00111,PED019022,S10,P02497,producto_dañado_en_transporte,3532.86,2026-06-17
D02733,PED011485,S10,P00353,producto_dañado_en_transporte,3024.25,2026-04-19
D00945,PED014159,S33,P01021,producto_defectuoso,4540.73,2026-04-06
D00083,PED017287,S31,P01824,cambio_de_opinion,702.77,2026-04-06
D02810,PED009691,S01,P02117,no_cumple_expectativas,6204.43,2026-05-18
D00216,PED006906,S15,P00570,producto_dañado_en_transporte,5110.2,2026-02-15
D02042,PED008093,S05,P02776,garantia,942.23,2026-05-26
D03538,PED019862,S25,P01597,garantia,3364.09,2026-05-23
D01491,PED005934,S32,P02226,cambio_de_opinion,3657.0,2026-02-18
D02228,PED009796,S16,P01601,producto_dañado_en_transporte,3794.02,2026-01-10
D02794,PED008415,S09,P00844,cambio_de_opinion,4851.74,2026-03-13
D00116,PED001768,S06,P00798,producto_dañado_en_transporte,3035.83,2026-06-17
D02323,PED016674,S07,P02538,cambio_de_opinion,2669.93,2026-05-16
D02390,PED005536,S26,P02210,producto_defectuoso,3663.92,2026-05-07
D02425,PED003442,S22,P02795,envio_incorrecto,7822.76,2026-02-01
D01409,PED005173,S36,P02210,producto_defectuoso,7597.06,2026-06-18
D02581,PED012325,S28,P01200,producto_defectuoso,6613.26,2026-01-23
D02584,PED004677,S29,P00045,garantia,3131.27,2026-01-16
D02336,PED012449,S12,P02497,producto_dañado_en_transporte,4994.79,2026-05-26
D02761,PED004910,S09,P01616,cambio_de_opinion,7068.8,2026-04-05
D00077,PED004319,S26,P00010,cambio_de_opinion,4067.72,2026-01-14
D03831,PED013406,S34,P00947,envio_incorrecto,7044.95,2026-04-22
D01189,PED011521,S29,P00869,,1120.98,2026-04-04
D01679,PED010749,S01,P01383,producto_defectuoso,7525.79,2026-08-25
D03302,PED007060,S03,P01824,no_cumple_expectativas,6806.8,2026-03-06
D03549,PED018126,S04,P01888,garantia,5488.11,2026-01-06
D03841,PED014416,S37,P02934,producto_dañado_en_transporte,5557.31,2026-06-13
D01869,PED018734,S09,P00933,garantia,3034.68,2026-01-26
D01193,,S35,P02630,cambio_de_opinion,3051.12,2026-07-05
D02073,PED019615,S26,P00065,producto_dañado_en_transporte,4211.33,2026-07-14
D00731,PED019688,S09,P01681,envio_incorrecto,2183.6,2026-05-12
D01470,PED000243,S34,P01488,envio_incorrecto,5025.07,2026-07-24
D03463,PED017067,S01,P02604,no_cumple_expectativas,4560.12,2026-06-22
D02299,PED006908,S38,P01630,producto_defectuoso,291.67,2026-03-06
D03253,PED005549,S27,P02533,garantia,7746.85,2026-08-02
D00628,PED004002,S14,P02386,no_cumple_expectativas,6711.73,2026-02-09
D00206,PED008600,S25,P02893,envio_incorrecto,2827.6,2026-08-24
D01924,PED018176,S02,P02564,,3382.14,2026-01-02
D03545,PED003895,S16,P01425,producto_defectuoso,6861.96,2026-01-15
D01848,PED015214,S03,P02895,producto_dañado_en_transporte,3145.86,2026-02-18
D00140,PED008890,S10,P02649,producto_dañado_en_transporte,5192.58,2026-03-03
D01651,PED016460,S14,P02171,cambio_de_opinion,5072.58,2026-03-28
D02088,PED007047,S15,P00264,producto_dañado_en_transporte,2135.48,2026-02-17
D01118,PED017716,S34,P01517,envio_incorrecto,7400.93,2026-05-17
D03854,PED014601,S27,P00357,envio_incorrecto,2795.76,2026-08-15
D03305,PED008139,S21,P02161,cambio_de_opinion,2966.43,2026-06-14
D01476,PED001707,S22,P00921,no_cumple_expectativas,1195.8,2026-02-17
D00254,PED019787,S24,P02418,no_cumple_expectativas,965.59,2026-06-09
D02094,PED017167,S09,P01722,no_cumple_expectativas,2527.54,2026-02-08
D03363,PED014459,S40,P02286,producto_dañado_en_transporte,2163.1,2026-05-04
D00863,PED003562,S39,P02218,producto_dañado_en_transporte,2529.24,2026-08-10
D02715,PED011913,S14,P01188,cambio_de_opinion,-1069.68,2026-02-05
D01968,PED016596,S34,P02117,no_cumple_expectativas,4242.5,2026-05-13
D03833,PED005784,S22,P02390,garantia,3416.31,2026-07-05
D00643,PED010493,S01,P00064,producto_dañado_en_transporte,5834.8,2026-06-02
D01076,PED005562,S24,P01190,producto_dañado_en_transporte,4242.44,2026-01-02
D02863,PED012965,S06,P01207,no_cumple_expectativas,628.14,2026-01-25
D03845,PED012477,S10,P00477,producto_dañado_en_transporte,4687.42,2026-05-26
D02853,PED004968,S39,P00997,no_cumple_expectativas,4763.41,2026-05-21
D01832,PED012009,S06,P02597,no_cumple_expectativas,3997.8,2026-01-02
D02587,PED000419,S23,P02281,no_cumple_expectativas,1830.22,2026-01-26
D01628,PED017191,S28,P00792,producto_defectuoso,7976.11,2026-07-07
D02061,PED009176,S02,P02008,producto_dañado_en_transporte,5360.92,2026-04-03
D00730,PED002508,S01,P01915,cambio_de_opinion,2465.84,2026-03-23
D03106,PED010496,S39,P01399,cambio_de_opinion,6323.18,2026-07-19
D01524,PED014998,S13,P01028,,7583.8,2026-02-08
D01183,PED000379,S40,P02384,cambio_de_opinion,4685.45,2026-01-28
D03922,PED016995,S18,P01305,garantia,5234.59,2026-07-01
D00167,PED006868,S01,P02058,cambio_de_opinion,2081.19,2026-07-20
D01512,PED011798,S34,P00638,producto_defectuoso,6751.57,2026-04-05
D00779,PED011299,S11,P00542,cambio_de_opinion,338.33,2026-02-25
D03435,PED018926,S26,P01287,garantia,6312.37,2026-06-06
D03286,PED006113,S31,P02952,cambio_de_opinion,5482.87,2026-02-27
D03994,PED013230,S15,P02134,envio_incorrecto,388.01,2026-02-04
D02966,PED016393,S01,P91021,no_cumple_expectativas,3300.06,2026-08-01
D03429,PED013029,S33,P01006,cambio_de_opinion,3689.28,2026-07-08
D01216,PED008726,S14,P01845,envio_incorrecto,6611.46,2026-07-12
D03817,PED015772,S31,P01069,producto_defectuoso,-3452.34,2026-05-09
D02608,PED016182,S05,P01206,cambio_de_opinion,6741.6,2026-05-06
D00101,PED005737,S32,P01933,producto_dañado_en_transporte,4447.94,2026-08-11
D02658,PED010529,S15,P01515,cambio_de_opinion,1312.3,2026-01-18
D03498,PED008823,S08,P00305,cambio_de_opinion,1544.9,2026-08-17
D02289,PED010823,S17,P01864,producto_defectuoso,177.83,2026-05-08
D01720,PED018584,S12,P01154,envio_incorrecto,6507.96,2026-01-28
D03904,PED010578,S22,P01792,no_cumple_expectativas,7264.93,2026-08-22
D00763,PED000804,S16,P01116,producto_dañado_en_transporte,4238.07,2026-04-21
D02001,PED019163,S40,P02020,producto_dañado_en_transporte,6195.17,2026-07-04
D02013,PED011565,S06,P00136,producto_dañado_en_transporte,3831.4,2026-08-18
D02219,PED013776,S27,P00227,envio_incorrecto,1069.8,2026-08-10
D02980,PED003109,S16,P02528,cambio_de_opinion,2079.69,2026-08-13
D03285,PED015351,S03,P02188,garantia,1398.04,2026-03-12
D02321,PED001050,S19,P00298,producto_defectuoso,2358.06,2026-05-16
D01729,PED006221,S18,P01643,garantia,5222.89,2026-06-24
D01380,PED015655,S30,P01845,cambio_de_opinion,5541.34,2026-01-25
D01836,PED013429,S22,P02126,no_cumple_expectativas,7781.73,2026-04-25
D00608,PED017679,S40,P02761,garantia,1836.64,2026-05-20
D02872,PED016061,S09,P00752,no_cumple_expectativas,6879.74,2026-07-24
D03309,PED001297,S30,P02814,cambio_de_opinion,6100.31,2026-05-10
D00233,PED011706,S11,P01185,garantia,4886.91,2026-03-11
D03495,PED000431,S15,P02074,garantia,873.23,2026-01-05
D03242,PED017625,S05,P02896,envio_incorrecto,6550.7,2026-05-11
D03008,PED018908,S18,P02168,producto_dañado_en_transporte,2129.79,2026-08-15
D00421,PED016448,S19,P02442,producto_defectuoso,2333.6,2026-04-24
D02418,PED015166,S33,P01805,garantia,5908.89,2026-06-02
D02785,PED010204,S03,P02406,cambio_de_opinion,1025.79,2026-02-18
D00295,PED014081,S14,P00597,garantia,898.05,2026-02-10
D01175,PED004636,S10,P02641,producto_dañado_en_transporte,2421.01,2026-07-09
D01650,PED014472,S33,P00752,envio_incorrecto,1147.83,2026-05-08
D01450,PED019356,S13,P00079,no_cumple_expectativas,5292.88,2026-04-12
D02845,PED012026,S36,P00335,no_cumple_expectativas,2724.88,2026-06-21
D00281,PED012840,S10,P02148,cambio_de_opinion,5306.48,2026-01-03
D00248,PED002975,S31,P02646,no_cumple_expectativas,5923.48,2026-07-22
D01003,PED004742,S09,P02278,cambio_de_opinion,228.09,2026-08-13
D03738,PED007944,S16,P02310,cambio_de_opinion,7584.43,2026-07-24
D00572,PED013933,S20,P02901,cambio_de_opinion,4858.83,2026-01-11
D00858,PED011613,S25,P00642,producto_dañado_en_transporte,6105.29,2026-06-22
D00895,PED002996,S27,P02858,envio_incorrecto,1135.11,2026-02-24
D03611,PED009491,S08,P02578,producto_dañado_en_transporte,6586.01,2026-03-27
D01412,PED001477,S16,P02432,producto_dañado_en_transporte,1753.23,2026-05-21
D00581,PED012187,S03,P00516,producto_defectuoso,2785.29,2026-06-24
D03897,PED003229,S15,P00919,producto_dañado_en_transporte,3351.38,2026-04-04
D02355,PED008327,S16,P02263,producto_defectuoso,2294.58,2026-07-23
D02209,PED014950,S18,P02163,envio_incorrecto,5579.36,2026-08-07
D02957,PED009052,S03,P02086,cambio_de_opinion,3852.15,2026-01-18
D03867,PED016807,S14,P02978,producto_dañado_en_transporte,4195.73,2026-08-19
D01919,PED004409,S06,P97397,producto_dañado_en_transporte,172.98,2026-06-26
D01613,PED007818,S31,P00063,producto_dañado_en_transporte,6491.79,2026-05-07
D00474,PED013177,S21,P01085,producto_defectuoso,6957.77,2026-04-12
D01505,PED017307,S17,P02430,envio_incorrecto,864.11,2026-05-04
D02683,PED008074,S02,P01003,envio_incorrecto,2093.31,2026-01-15
D00143,PED001757,S39,P01852,producto_defectuoso,1943.38,2026-05-05
D03257,PED011289,S20,P02520,envio_incorrecto,5587.3,2026-02-19
D00324,PED012329,S37,P02549,garantia,6367.56,2026-03-11
D03108,PED014802,S13,P01209,envio_incorrecto,273.39,2026-03-05
D02782,PED000670,S09,P01643,garantia,5040.21,2026-05-23
D03372,PED016464,S22,P00471,producto_dañado_en_transporte,4405.45,2026-01-16
D00253,PED003061,S17,P01162,producto_defectuoso,5590.75,2026-08-24
D02090,PED007798,S36,P01018,no_cumple_expectativas,1927.87,2026-06-20
D01251,PED013861,S21,P01242,envio_incorrecto,4861.09,2026-01-03
D03711,PED000927,S09,P96973,producto_defectuoso,7941.36,2026-05-14
D01536,PED011849,S34,P02594,garantia,1347.96,2026-04-10
D03843,PED019686,S04,P02324,producto_dañado_en_transporte,719.27,2026-02-05
D00332,PED013833,S13,P02873,envio_incorrecto,5176.43,2026-07-11
D02207,PED002342,S24,P01406,,3602.58,2026-03-28
D03101,PED018797,S08,P00054,no_cumple_expectativas,617.74,2026-05-13
D01758,PED009103,S18,P02619,envio_incorrecto,1491.09,2026-07-28
D03347,PED014843,S11,P00875,no_cumple_expectativas,7832.3,2026-04-23
D03794,PED008180,S36,P01517,garantia,702.77,2026-05-23
D01102,,S32,P01428,no_cumple_expectativas,6138.88,2026-04-08
